event_id,event_name,posted_by_user_id,nearest_known_destination,district,province,event_date,true_latitude,true_longitude,reported_latitude,reported_longitude,submission_method,distance_error_m,location_accuracy_score,accuracy_tier,is_verified_for_display
EVT20143,Community New Year Carnival,U11161,Muhudu Maha Vihara,Hambantota,Southern,2025-04-23,6.33816,81.48244,6.34615,81.48092,Manual Map Pin,903.1,32.3,Low,False
EVT20144,Beach Party,U01577,"Christmas Celebrations, Negombo",Gampaha,Western,2025-07-30,7.23401,79.82031,7.23722,79.81104,Manual Map Pin,1080.6,25.9,Very Low,False
EVT20145,Live Music Night,U04552,Pigeon Island Snorkeling,Trincomalee,Eastern,2023-06-28,8.7234,81.21283,8.72389,81.20865,GPS Auto-Tag,461.7,56.2,Low,False
EVT20146,Pop-up Local Festival,U06924,Nallur Festival (Nallur Kandaswamy Kovil),Jaffna,Northern,2025-09-29,9.65428,80.0331,9.6503,80.06831,Typed Address,3877.9,0.8,Very Low,False
EVT20147,Full Moon Party,U15782,Colombo Galle Face & City Tour,Colombo,Western,2025-07-04,6.91615,79.8699,6.90506,79.8779,Manual Map Pin,1514.7,15.1,Very Low,False
EVT20148,Community New Year Carnival,U14737,Negombo Lagoon Boat Ride,Gampaha,Western,2023-04-18,7.21329,79.84473,7.21413,79.84562,GPS Auto-Tag,135.6,84.4,Medium,True
EVT20149,Beach Party,U00926,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2024-10-16,7.1505,81.45182,7.14952,81.44933,GPS Auto-Tag,294.6,69.2,Medium,True
EVT20150,Live Music Night,U05376,Delft Island,Jaffna,Northern,2025-10-01,9.54261,79.67775,9.56184,79.67487,Manual Map Pin,2157.2,6.7,Very Low,False
EVT20151,Pop-up Local Festival,U17377,Pasikuda Beach,Batticaloa,Eastern,2024-06-08,7.93482,81.567,7.85618,81.61081,Typed Address,9969.2,0.0,Very Low,False
EVT20152,Temple/Kovil Special Pooja,U13966,Kandy Lake Evening Walk,Kandy,Central,2023-10-26,7.27597,80.64231,7.28619,80.62793,Manual Map Pin,1947.6,8.8,Very Low,False
EVT20153,Full Moon Party,U09116,Ritigala Forest Monastery,Anuradhapura,North Central,2024-02-13,8.13266,80.64635,8.10791,80.65579,Manual Map Pin,2936.8,2.5,Very Low,False
EVT20154,Private Wedding,U02044,Kalpitiya Kite Surfing,Puttalam,North Western,2024-07-08,8.24946,79.76252,8.25139,79.7619,GPS Auto-Tag,224.5,75.5,Medium,True
EVT20155,Temple/Kovil Special Pooja,U08888,Mannar Bird Migration Watching,Mannar,Northern,2023-08-29,8.98815,79.89867,8.99108,79.86453,Typed Address,3756.7,0.9,Very Low,False
EVT20156,Private Wedding,U01900,Anuradhapura Cycling Tour,Anuradhapura,North Central,2023-02-15,8.32657,80.38673,8.32806,80.38601,GPS Auto-Tag,182.9,79.6,Medium,True
EVT20157,Private Wedding,U17657,Pasikuda Beach,Batticaloa,Eastern,2025-01-02,7.93066,81.5525,7.89334,81.53551,Typed Address,4544.1,0.3,Very Low,False
EVT20158,Private Wedding,U07435,Royal Botanical Garden Peradeniya,Kandy,Central,2025-01-27,7.27315,80.59627,7.32124,80.55299,Typed Address,7156.7,0.0,Very Low,False
EVT20159,Village Perahera,U10009,Bogoda Wooden Bridge,Badulla,Uva,2024-01-16,6.96801,81.00725,6.96699,81.00638,GPS Auto-Tag,148.3,83.1,Medium,True
EVT20160,Beach Party,U12818,Vesak Festival (Colombo & Island-wide),Colombo,Western,2024-01-24,6.92373,79.86564,6.92136,79.86228,Manual Map Pin,454.1,56.7,Low,False
EVT20161,Temple/Kovil Special Pooja,U15011,Bambarakanda Falls,Badulla,Uva,2023-05-29,6.78999,80.7984,6.78869,80.7975,GPS Auto-Tag,174.7,80.4,Medium,True
EVT20162,Food & Craft Fair,U07967,Delft Island,Jaffna,Northern,2024-03-12,9.53931,79.6684,9.53745,79.66729,GPS Auto-Tag,238.9,74.2,Medium,True
EVT20163,Private Wedding,U10356,Mannar Bird Migration Watching,Mannar,Northern,2025-06-10,8.97056,79.91774,8.96906,79.91684,GPS Auto-Tag,193.4,78.5,Medium,True
EVT20164,Village Perahera,U02540,"New Year's Eve Countdown, Galle Face",Colombo,Western,2024-12-13,6.925,79.85502,6.89228,79.85573,Typed Address,3632.6,1.1,Very Low,False
EVT20165,Corporate Retreat Event,U07134,Anuradhapura Cycling Tour,Anuradhapura,North Central,2025-09-10,8.30489,80.41895,8.30237,80.41814,GPS Auto-Tag,293.0,69.3,Medium,True
EVT20166,Pop-up Local Festival,U10735,Kanniya Hot Springs,Trincomalee,Eastern,2023-02-20,8.60307,81.18407,8.60037,81.18457,GPS Auto-Tag,304.0,68.4,Medium,True
EVT20167,Full Moon Party,U17198,Bambarakanda Falls,Badulla,Uva,2024-10-19,6.7889,80.79235,6.78838,80.75616,Typed Address,3989.3,0.7,Very Low,False
EVT20168,Live Music Night,U06116,Wadduwa Beach Escape,Kalutara,Western,2025-04-25,6.66074,79.92971,6.67699,79.92517,Typed Address,1872.3,9.6,Very Low,False
EVT20169,Temple/Kovil Special Pooja,U14661,Kandy Esala Perahera,Kandy,Central,2023-03-15,7.29358,80.63565,7.28809,80.64635,Manual Map Pin,1326.4,19.1,Very Low,False
EVT20170,Pop-up Local Festival,U06039,Ritigala Forest Monastery,Anuradhapura,North Central,2024-01-22,8.11572,80.65578,8.11457,80.65796,GPS Auto-Tag,271.6,71.2,Medium,True
EVT20171,Food & Craft Fair,U01175,Ritigala Forest Monastery,Anuradhapura,North Central,2024-07-26,8.10519,80.64796,8.10292,80.64952,GPS Auto-Tag,304.6,68.3,Medium,True
EVT20172,Beach Party,U08070,Kanneliya Rainforest Reserve,Galle,Southern,2024-06-26,6.23874,80.35667,6.19678,80.36452,Typed Address,4738.1,0.3,Very Low,False
EVT20173,Corporate Retreat Event,U14234,"New Year's Eve Countdown, Galle Face",Colombo,Western,2024-02-20,6.9072,79.8404,6.90818,79.84054,GPS Auto-Tag,110.2,87.1,High,True
EVT20174,Beach Party,U02540,Delft Wild Pony Eco Tour,Jaffna,Northern,2023-04-03,9.52943,79.66064,9.53059,79.66169,GPS Auto-Tag,172.8,80.6,Medium,True
EVT20175,Temple/Kovil Special Pooja,U17348,Bentota River Safari & Beach,Galle,Southern,2024-06-16,6.44335,80.0085,6.44289,80.00845,GPS Auto-Tag,51.2,93.8,High,True
EVT20176,Beach Party,U12902,Rathnapura Gem Mining Tour,Ratnapura,Sabaragamuwa,2024-03-05,6.69297,80.38633,6.73243,80.39446,Typed Address,4470.3,0.4,Very Low,False
EVT20177,Temple/Kovil Special Pooja,U17589,Kosgoda Turtle Hatchery,Galle,Southern,2025-11-24,6.09131,80.00718,6.10138,79.9971,Manual Map Pin,1576.5,13.9,Very Low,False
EVT20178,Live Music Night,U15946,Ritigala Forest Monastery,Anuradhapura,North Central,2024-04-23,8.11445,80.65671,8.12436,80.65032,Manual Map Pin,1304.7,19.6,Very Low,False
EVT20179,Beach Party,U13647,Nilaveli Beach,Trincomalee,Eastern,2023-01-13,8.71943,81.19995,8.74296,81.15472,Typed Address,5608.6,0.1,Very Low,False
EVT20180,Community New Year Carnival,U08494,Ritigala Forest Monastery,Anuradhapura,North Central,2024-06-07,8.13716,80.65348,8.06531,80.6034,Typed Address,9689.6,0.0,Very Low,False
EVT20181,Temple/Kovil Special Pooja,U08887,Ritigala Forest Monastery,Anuradhapura,North Central,2023-06-18,8.10365,80.64604,8.10398,80.64739,GPS Auto-Tag,153.3,82.6,Medium,True
EVT20182,Pop-up Local Festival,U12868,Haputale Viewpoint & Tea Estates,Badulla,Uva,2024-08-21,6.76066,80.95142,6.76195,80.95325,GPS Auto-Tag,248.1,73.3,Medium,True
EVT20183,Food & Craft Fair,U09019,Tangalle Beach Escape,Hambantota,Southern,2023-05-08,6.01848,80.78286,6.01714,80.78003,GPS Auto-Tag,346.6,64.8,Medium,True
EVT20184,Beach Party,U07817,Induruwa Turtle Conservation,Galle,Southern,2023-06-20,6.03423,80.04051,6.03147,80.03916,GPS Auto-Tag,341.2,65.3,Medium,True
EVT20185,Temple/Kovil Special Pooja,U03993,Kochchikade St. Anthony's Feast,Colombo,Western,2024-02-06,6.93555,79.8318,6.93669,79.81053,Typed Address,2346.9,5.3,Very Low,False
EVT20186,Corporate Retreat Event,U04799,Bopath Ella Falls Trek,Ratnapura,Sabaragamuwa,2023-10-18,6.72836,80.36925,6.73167,80.38233,Manual Map Pin,1488.2,15.6,Very Low,False
EVT20187,Community New Year Carnival,U07547,Kochchikade St. Anthony's Feast,Colombo,Western,2024-06-21,6.92787,79.8577,6.93586,79.85606,Manual Map Pin,904.4,32.3,Low,False
EVT20188,Beach Party,U17976,Royal Botanical Garden Peradeniya,Kandy,Central,2023-11-18,7.29147,80.58954,7.2914,80.58966,GPS Auto-Tag,14.6,98.2,High,True
EVT20189,Temple/Kovil Special Pooja,U07164,Unawatuna Beach,Galle,Southern,2024-04-18,6.00235,80.24747,6.00267,80.24745,GPS Auto-Tag,35.8,95.6,High,True
EVT20190,Beach Party,U00614,Kalpitiya Kite Surfing,Puttalam,North Western,2023-09-22,8.24078,79.76572,8.24656,79.7622,Manual Map Pin,748.6,39.2,Low,False
EVT20191,Live Music Night,U16823,Nuwara Eliya April Season,Nuwara Eliya,Central,2024-12-07,6.94398,80.78742,6.94458,80.78956,GPS Auto-Tag,244.8,73.6,Medium,True
EVT20192,Community New Year Carnival,U06703,Kosgoda Turtle Hatchery,Galle,Southern,2025-01-02,6.09259,80.00073,6.07379,80.00288,Manual Map Pin,2100.9,7.2,Very Low,False
EVT20193,Village Perahera,U11938,Nuwara Eliya Gregory Lake Boating,Nuwara Eliya,Central,2025-05-09,6.94432,80.79487,6.94401,80.79547,GPS Auto-Tag,74.7,91.1,High,True
EVT20194,Beach Party,U09657,Vesak Festival (Colombo & Island-wide),Colombo,Western,2023-09-12,6.9195,79.85422,6.91876,79.85564,GPS Auto-Tag,176.6,80.2,Medium,True
EVT20195,Community New Year Carnival,U05324,Nilaveli Beach,Trincomalee,Eastern,2024-04-13,8.72476,81.1747,8.72307,81.17684,GPS Auto-Tag,300.1,68.7,Medium,True
EVT20196,Food & Craft Fair,U10098,Mirissa Whale Watching & Beach,Matara,Southern,2023-01-01,5.94524,80.4564,5.94329,80.47386,Manual Map Pin,1940.5,8.8,Very Low,False
EVT20197,Full Moon Party,U17247,Galle Fort Walking Tour,Galle,Southern,2025-01-16,6.0472,80.20444,6.03902,80.19877,Manual Map Pin,1102.8,25.2,Very Low,False
EVT20198,Corporate Retreat Event,U10026,Mirissa Whale Watching & Beach,Matara,Southern,2024-03-13,5.94339,80.46287,5.94383,80.46109,GPS Auto-Tag,202.5,77.6,Medium,True
EVT20199,Beach Party,U01632,Colombo Galle Face & City Tour,Colombo,Western,2023-06-29,6.9034,79.85451,6.88362,79.87038,Manual Map Pin,2806.2,3.0,Very Low,False
EVT20200,Temple/Kovil Special Pooja,U00861,Galle Fort Walking Tour,Galle,Southern,2025-02-23,6.0248,80.20686,6.02497,80.20437,GPS Auto-Tag,275.3,70.9,Medium,True
EVT20201,Community New Year Carnival,U04107,Anuradhapura Cycling Tour,Anuradhapura,North Central,2023-09-07,8.3007,80.40671,8.30351,80.4065,GPS Auto-Tag,313.6,67.6,Medium,True
EVT20202,Private Wedding,U07144,Wewurukannala & Buduruwagala Carvings,Badulla/Monaragala,Uva,2024-05-07,6.71228,81.17133,6.71536,81.17627,Manual Map Pin,643.0,44.8,Low,False
EVT20203,Temple/Kovil Special Pooja,U14909,Ravana Falls Abseiling,Badulla,Uva,2023-01-04,6.89397,81.04953,6.89266,81.04547,GPS Auto-Tag,470.2,55.6,Low,False
EVT20204,Live Music Night,U08549,Ravana Caves & Ella Wala Pool,Badulla,Uva,2024-03-21,6.84464,81.03805,6.84533,81.03664,GPS Auto-Tag,173.4,80.5,Medium,True
EVT20205,Temple/Kovil Special Pooja,U00743,Hakgala Botanical Garden,Nuwara Eliya,Central,2023-03-19,6.91724,80.77609,6.9186,80.77559,GPS Auto-Tag,160.5,81.8,Medium,True
EVT20206,Food & Craft Fair,U16735,Sinharaja Rainforest Trekking,Ratnapura/Galle,Sabaragamuwa,2024-05-06,6.3856,80.50916,6.37113,80.50265,Manual Map Pin,1759.3,11.1,Very Low,False
EVT20207,Corporate Retreat Event,U14256,Diyasaru Wetland Park,Colombo,Western,2023-09-07,6.88343,79.89717,6.88056,79.89425,GPS Auto-Tag,453.1,56.8,Low,False
EVT20208,Full Moon Party,U07252,Minneriya Elephant Gathering,Polonnaruwa,North Central,2025-07-05,8.03936,80.91229,8.03809,80.91119,GPS Auto-Tag,185.3,79.3,Medium,True
EVT20209,Full Moon Party,U07487,Bogoda Wooden Bridge,Badulla,Uva,2023-06-26,6.96234,81.01435,6.96211,81.01364,GPS Auto-Tag,82.0,90.3,High,True
EVT20210,Pop-up Local Festival,U16285,Induruwa Turtle Conservation,Galle,Southern,2024-03-03,6.04324,80.03014,6.04259,80.02843,GPS Auto-Tag,202.2,77.7,Medium,True
EVT20211,Village Perahera,U01014,Galle Fort Walking Tour,Galle,Southern,2023-06-16,6.03416,80.20634,6.0255,80.19551,Typed Address,1534.2,14.7,Very Low,False
EVT20212,Corporate Retreat Event,U00682,Yapahuwa Rock Fortress,Kurunegala,North Western,2025-10-04,7.81743,80.18983,7.7816,80.16757,Typed Address,4670.4,0.3,Very Low,False
EVT20213,Temple/Kovil Special Pooja,U09190,Beddagana Wetland Park,Colombo,Western,2024-10-09,6.88224,79.91429,6.80324,79.86234,Typed Address,10471.4,0.0,Very Low,False
EVT20214,Food & Craft Fair,U09158,Meemure Village,Kandy,Central,2025-11-23,7.47392,80.79704,7.51178,80.75903,Typed Address,5929.9,0.1,Very Low,False
EVT20215,Community New Year Carnival,U07571,Kitulgala White Water Rafting,Kegalle,Sabaragamuwa,2023-02-12,6.99116,80.41914,6.99025,80.41779,GPS Auto-Tag,180.4,79.8,Medium,True
EVT20216,Full Moon Party,U11410,Udawalawe Elephant Transit Home,Ratnapura,Sabaragamuwa,2024-05-19,6.41811,80.88683,6.41779,80.88612,GPS Auto-Tag,85.3,89.9,High,True
EVT20217,Food & Craft Fair,U03412,Victoria Park Nuwara Eliya,Nuwara Eliya,Central,2024-06-24,6.9688,80.77755,6.96778,80.77674,GPS Auto-Tag,144.6,83.5,Medium,True
EVT20218,Food & Craft Fair,U00715,Colombo Galle Face & City Tour,Colombo,Western,2023-08-03,6.9297,79.87421,6.95893,79.75516,Typed Address,13512.9,0.0,Very Low,False
EVT20219,Beach Party,U16442,Trincomalee Whale Watching,Trincomalee,Eastern,2024-10-02,8.56712,81.23663,8.56838,81.23618,GPS Auto-Tag,148.1,83.1,Medium,True
EVT20220,Community New Year Carnival,U13781,Nilaveli Beach,Trincomalee,Eastern,2025-01-19,8.70904,81.17863,8.69775,81.18504,Manual Map Pin,1437.6,16.6,Very Low,False
EVT20221,Pop-up Local Festival,U10009,Muhudu Maha Vihara,Hambantota,Southern,2024-09-19,6.327,81.46203,6.3284,81.46014,GPS Auto-Tag,260.6,72.2,Medium,True
EVT20222,Temple/Kovil Special Pooja,U17033,Sinhala & Tamil New Year Village Games,Anuradhapura,North Central,2025-01-19,8.30029,80.40352,8.34667,80.40197,Typed Address,5151.5,0.2,Very Low,False
EVT20223,Community New Year Carnival,U14668,Peak Wilderness Sanctuary Trek,Ratnapura,Sabaragamuwa,2025-11-25,6.81002,80.51061,6.81273,80.51111,GPS Auto-Tag,306.2,68.2,Medium,True
EVT20224,Corporate Retreat Event,U08452,Bundala Wetland Birdwatching,Hambantota,Southern,2025-07-26,6.18184,81.21493,6.18322,81.21694,GPS Auto-Tag,270.1,71.3,Medium,True
EVT20225,Beach Party,U14292,Lipton's Seat Viewpoint,Badulla,Uva,2023-12-11,6.80993,81.06306,6.80441,81.06131,Manual Map Pin,641.5,44.8,Low,False
EVT20226,Full Moon Party,U13253,"Christmas Celebrations, Negombo",Gampaha,Western,2023-08-08,7.2101,79.83961,7.20846,79.83925,GPS Auto-Tag,185.7,79.3,Medium,True
EVT20227,Village Perahera,U05634,Yala National Park Safari,Hambantota,Southern,2024-07-12,6.37076,81.53749,6.39171,81.49568,Typed Address,5165.1,0.2,Very Low,False
EVT20228,Village Perahera,U05750,Hiriwadunna Village,Anuradhapura,North Central,2024-08-07,7.99612,80.7491,7.99609,80.7494,GPS Auto-Tag,32.7,96.0,High,True
EVT20229,Beach Party,U03368,Yapahuwa Rock Fortress,Kurunegala,North Western,2024-12-16,7.83553,80.19925,7.87037,80.26419,Typed Address,8121.1,0.0,Very Low,False
EVT20230,Live Music Night,U14373,Lipton's Seat Viewpoint,Badulla,Uva,2023-09-26,6.798,81.05697,6.79857,81.06307,Manual Map Pin,674.7,43.0,Low,False
EVT20231,Community New Year Carnival,U10644,Kandy Esala Perahera,Kandy,Central,2023-11-25,7.29015,80.63336,7.28781,80.63079,GPS Auto-Tag,384.8,61.8,Medium,True
EVT20232,Live Music Night,U08297,Kalametiya Bird Sanctuary,Hambantota,Southern,2023-06-21,6.07027,80.92917,6.07107,80.92777,GPS Auto-Tag,179.0,80.0,Medium,True
EVT20233,Private Wedding,U09712,Udawalawe Elephant Transit Home,Ratnapura,Sabaragamuwa,2023-01-17,6.43729,80.87917,6.43907,80.88071,GPS Auto-Tag,261.6,72.1,Medium,True
EVT20234,Pop-up Local Festival,U14910,St. Clair's & Devon Falls Viewpoint,Nuwara Eliya,Central,2023-01-05,7.02492,80.67363,7.05588,80.69638,Typed Address,4253.7,0.5,Very Low,False
EVT20235,Village Perahera,U09243,Kochchikade St. Anthony's Feast,Colombo,Western,2025-10-18,6.92888,79.84408,6.93002,79.84382,GPS Auto-Tag,129.1,85.1,High,True
EVT20236,Private Wedding,U13293,St. Clair's & Devon Falls Viewpoint,Nuwara Eliya,Central,2024-12-08,7.05138,80.66954,7.05224,80.67191,GPS Auto-Tag,278.1,70.6,Medium,True
EVT20237,Food & Craft Fair,U01126,Kanneliya Rainforest Reserve,Galle,Southern,2024-05-17,6.23546,80.34623,6.29164,80.34847,Typed Address,6241.3,0.0,Very Low,False
EVT20238,Temple/Kovil Special Pooja,U04794,Vidattaltivu Lagoon,Mannar,Northern,2024-07-30,8.94428,80.0395,8.84624,80.05989,Typed Address,11110.1,0.0,Very Low,False
EVT20239,Community New Year Carnival,U11768,Delft Island,Jaffna,Northern,2024-04-19,9.51971,79.66429,9.47558,79.62418,Typed Address,6578.6,0.0,Very Low,False
EVT20240,Full Moon Party,U01535,Wadduwa Beach Escape,Kalutara,Western,2025-07-18,6.6561,79.91787,6.65687,79.92027,GPS Auto-Tag,277.8,70.7,Medium,True
EVT20241,Corporate Retreat Event,U07710,Ella Rock & Little Adam's Peak Hike,Badulla,Uva,2024-11-26,6.86029,81.02408,6.8618,81.02565,GPS Auto-Tag,240.4,74.0,Medium,True
EVT20242,Beach Party,U13428,Trincomalee Whale Watching,Trincomalee,Eastern,2025-04-19,8.56434,81.2514,8.55958,81.25338,Manual Map Pin,571.2,49.0,Low,False
EVT20243,Live Music Night,U01056,Kandy Lake Evening Walk,Kandy,Central,2025-07-20,7.29374,80.61852,7.30094,80.62698,Manual Map Pin,1227.2,21.6,Very Low,False
EVT20244,Private Wedding,U05877,Anawilundawa Ramsar Wetland,Puttalam,North Western,2025-04-17,7.71371,79.81382,7.71799,79.81871,Manual Map Pin,716.9,40.8,Low,False
EVT20245,Village Perahera,U01180,St. Clair's & Devon Falls Viewpoint,Nuwara Eliya,Central,2023-02-20,7.03902,80.66968,7.03855,80.66884,GPS Auto-Tag,105.9,87.6,High,True
EVT20246,Corporate Retreat Event,U03993,Vesak Festival (Colombo & Island-wide),Colombo,Western,2024-05-02,6.91187,79.85497,6.91088,79.85511,GPS Auto-Tag,111.0,87.0,High,True
EVT20247,Private Wedding,U02298,Muthurajawela Marsh Boat Safari,Gampaha,Western,2024-09-10,7.07107,79.881,7.08989,79.90886,Typed Address,3712.5,1.0,Very Low,False
EVT20248,Corporate Retreat Event,U10527,Kochchikade St. Anthony's Feast,Colombo,Western,2023-02-18,6.93583,79.84421,6.93752,79.84243,GPS Auto-Tag,271.7,71.2,Medium,True
EVT20249,Corporate Retreat Event,U15892,Ambalangoda Mask Museum,Galle,Southern,2024-09-14,6.2333,80.05165,6.2326,80.05116,GPS Auto-Tag,94.3,88.9,High,True
EVT20250,Private Wedding,U01757,Aluvihare Rock Monastery,Matale,Central,2025-01-29,7.47392,80.61475,7.47333,80.61303,GPS Auto-Tag,201.0,77.8,Medium,True
EVT20251,Community New Year Carnival,U09390,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2025-03-14,7.47054,80.78233,7.46857,80.78344,GPS Auto-Tag,250.3,73.1,Medium,True
EVT20252,Beach Party,U02976,Royal Botanical Garden Peradeniya,Kandy,Central,2025-03-27,7.2706,80.60511,7.26882,80.60135,GPS Auto-Tag,459.5,56.3,Low,False
EVT20253,Corporate Retreat Event,U16974,Muhudu Maha Vihara,Hambantota,Southern,2023-06-16,6.31503,81.44877,6.31405,81.45016,GPS Auto-Tag,188.5,79.0,Medium,True
EVT20254,Food & Craft Fair,U08696,Thalangama Wetland Birdwatching,Colombo,Western,2023-10-08,6.88077,79.90974,6.87985,79.90006,Manual Map Pin,1071.2,26.2,Very Low,False
EVT20255,Full Moon Party,U16238,Kitulgala White Water Rafting,Kegalle,Sabaragamuwa,2024-04-11,6.98184,80.42109,6.98135,80.41922,GPS Auto-Tag,213.0,76.6,Medium,True
EVT20256,Private Wedding,U04368,Bogoda Wooden Bridge,Badulla,Uva,2023-12-24,6.96698,81.01275,6.96887,81.01497,GPS Auto-Tag,322.5,66.8,Medium,True
EVT20257,Food & Craft Fair,U00383,Nainativu & Nagadeepa,Jaffna,Northern,2025-08-15,9.58445,79.77643,9.58396,79.76934,Manual Map Pin,777.7,37.8,Low,False
EVT20258,Temple/Kovil Special Pooja,U14902,Deepavali Festival (Colombo Kovils),Colombo,Western,2024-06-26,6.88953,79.84712,6.89813,79.85491,Manual Map Pin,1284.1,20.1,Very Low,False
EVT20259,Community New Year Carnival,U12504,Anuradhapura Cycling Tour,Anuradhapura,North Central,2025-07-27,8.32213,80.42603,8.32382,80.42931,GPS Auto-Tag,405.7,60.2,Medium,True
EVT20260,Community New Year Carnival,U00018,Knuckles Mountain Range Trekking,Kandy/Matale,Central,2024-08-04,7.4716,80.7836,7.47281,80.78559,GPS Auto-Tag,257.2,72.5,Medium,True
EVT20261,Beach Party,U04632,Bundala Wetland Birdwatching,Hambantota,Southern,2025-08-04,6.19318,81.22359,6.19054,81.22129,GPS Auto-Tag,387.5,61.6,Medium,True
EVT20262,Food & Craft Fair,U09989,Trincomalee Whale Watching,Trincomalee,Eastern,2024-10-27,8.57257,81.23289,8.57026,81.2396,Manual Map Pin,779.9,37.7,Low,False
EVT20263,Community New Year Carnival,U08526,Bentota River Safari & Beach,Galle,Southern,2024-11-24,6.41607,79.98575,6.41421,79.98531,GPS Auto-Tag,211.8,76.7,Medium,True
EVT20264,Village Perahera,U09032,Belihuloya River Adventures,Ratnapura,Sabaragamuwa,2023-08-21,6.68409,80.84301,6.68345,80.84315,GPS Auto-Tag,72.6,91.3,High,True
EVT20265,Pop-up Local Festival,U10758,Muhudu Maha Vihara,Hambantota,Southern,2025-04-13,6.33772,81.45555,6.32876,81.45105,Manual Map Pin,1111.2,24.9,Very Low,False
EVT20266,Food & Craft Fair,U09815,"Christmas Celebrations, Negombo",Gampaha,Western,2025-09-12,7.20607,79.83597,7.20621,79.83718,GPS Auto-Tag,134.2,84.6,Medium,True
EVT20267,Village Perahera,U15860,Arugam Bay Surfing,Ampara,Eastern,2023-07-24,6.84978,81.83918,6.84372,81.84517,Manual Map Pin,942.3,30.8,Low,False
EVT20268,Live Music Night,U06725,Bambarakanda Falls,Badulla,Uva,2024-11-09,6.79131,80.80873,6.78426,80.80624,Manual Map Pin,830.2,35.4,Low,False
EVT20269,Pop-up Local Festival,U05730,Bambarakanda Falls,Badulla,Uva,2024-08-10,6.76481,80.79975,6.7639,80.79658,GPS Auto-Tag,363.4,63.5,Medium,True
EVT20270,Village Perahera,U02653,Ramboda Falls Visit,Nuwara Eliya,Central,2025-01-03,7.03669,80.6989,7.03469,80.69751,Manual Map Pin,270.0,71.4,Medium,True
EVT20271,Private Wedding,U05389,Negombo Lagoon Boat Ride,Gampaha,Western,2023-12-12,7.20193,79.83971,7.21239,79.83631,Manual Map Pin,1219.7,21.8,Very Low,False
EVT20272,Beach Party,U16936,Negombo Lagoon Boat Ride,Gampaha,Western,2024-03-29,7.2141,79.8302,7.21585,79.83227,GPS Auto-Tag,299.3,68.8,Medium,True
EVT20273,Live Music Night,U03905,Delft Wild Pony Eco Tour,Jaffna,Northern,2023-12-05,9.5185,79.66545,9.52035,79.66598,GPS Auto-Tag,213.7,76.6,Medium,True
